"N...Region";"Comuna";"Region";"Comuna.1";"Poblacion";"Casos.Nuevos";"Contactos.Nuevos";"X.";"SE"
12;"Rio Verde";"Magallanes y la Antartica";"Rio Verde";211;"-";"-";NA;57
12;"San Gregorio";"Magallanes y la Antartica";"San Gregorio";681;"-";"-";NA;57
12;"Timaukel";"Magallanes y la Antartica";"Timaukel";282;"-";"-";NA;57
12;"Torres del Paine";"Magallanes y la Antartica";"Torres del Paine";1021;"-";"-";NA;57
4;"Combarbala";"Coquimbo";"Combarbala";13884;"3";"43";"14.3";56
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"4";"45";"11.3";56
8;"Contulmo";"Biobio";"Contulmo";6330;"3";"31";"10.3";56
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"4";"41";"10.3";56
4;"Punitaqui";"Coquimbo";"Punitaqui";12165;"7";"65";"9.3";56
16;"Ranquil";"Nuble";"Ranquil";6261;"1";"9";"9";56
16;"San Fabian";"Nuble";"San Fabian";4654;"8";"70";"8.8";56
8;"Quilaco";"Biobio";"Quilaco";4179;"2";"17";"8.5";56
10;"Chaiten";"Los Lagos";"Chaiten";5020;"9";"73";"8.1";56
10;"Palena";"Los Lagos";"Palena";1827;"12";"82";"6.8";56
16;"Pemuco";"Nuble";"Pemuco";8639;"5";"34";"6.8";56
4;"Monte Patria";"Coquimbo";"Monte Patria";32527;"18";"122";"6.8";56
7;"Sagrada Familia";"Maule";"Sagrada Familia";19469;"20";"135";"6.8";56
4;"Paiguano";"Coquimbo";"Paiguano";4675;"3";"20";"6.7";56
16;"Cobquecura";"Nuble";"Cobquecura";5275;"6";"40";"6.7";56
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"14";"92";"6.6";56
4;"Vicuna";"Coquimbo";"Vicuna";29741;"6";"39";"6.5";56
16;"Treguaco";"Nuble";"Treguaco";5696;"4";"26";"6.5";56
8;"Tucapel";"Biobio";"Tucapel";15205;"16";"103";"6.4";56
7;"Hualane";"Maule";"Hualane";10222;"7";"45";"6.4";56
3;"Freirina";"Atacama";"Freirina";7681;"6";"38";"6.3";56
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"9";"57";"6.3";56
6;"Chepica";"Del Libertador General Bernardo OHiggins";"Chepica";15925;"8";"49";"6.1";56
4;"Los Vilos";"Coquimbo";"Los Vilos";23374;"26";"157";"6";56
6;"Palmilla";"Del Libertador General Bernardo OHiggins";"Palmilla";13299;"10";"60";"6";56
5;"Petorca";"Valparaiso";"Petorca";10558;"5";"29";"5.8";56
4;"Canela";"Coquimbo";"Canela";9546;"17";"97";"5.7";56
6;"Placilla";"Del Libertador General Bernardo OHiggins";"Placilla";9164;"3";"17";"5.7";56
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"72";"398";"5.5";56
7;"Empedrado";"Maule";"Empedrado";4206;"4";"22";"5.5";56
7;"Pencahue";"Maule";"Pencahue";8601;"4";"22";"5.5";56
8;"Florida";"Biobio";"Florida";11841;"10";"55";"5.5";56
9;"Curacautin";"La Araucania";"Curacautin";18178;"26";"135";"5.2";56
5;"Rinconada";"Valparaiso";"Rinconada";11263;"6";"31";"5.2";56
4;"Ovalle";"Coquimbo";"Ovalle";121269;"116";"593";"5.1";56
4;"Illapel";"Coquimbo";"Illapel";32801;"20";"102";"5.1";56
4;"Coquimbo";"Coquimbo";"Coquimbo";256735;"238";"1207";"5.1";56
4;"La Serena";"Coquimbo";"La Serena";249656;"282";"1417";"5";56
5;"Catemu";"Valparaiso";"Catemu";15213;"2";"10";"5";56
6;"Lolol";"Del Libertador General Bernardo OHiggins";"Lolol";7289;"1";"5";"5";56
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"3";"15";"5";56
7;"Curepto";"Maule";"Curepto";9426;"5";"25.0";"5";56
8;"Alto Biobio";"Biobio";"Alto Biobio";6775;"3";"15";"5";56
11;"Rio Ibanez";"Aisen";"Rio Ibanez";2699;"2";"10";"5";56
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"28";"139";"5";56
6;"Las Cabras";"Del Libertador General Bernardo OHiggins";"Las Cabras";26749;"34";"165";"4.9";56
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"9";"42";"4.7";56
16;"niquen";"Nuble";"niquen";11567;"10";"46";"4.6";56
9;"Los Sauces";"La Araucania";"Los Sauces";7517;"5";"23";"4.6";56
11;"Chile Chico";"Aisen";"Chile Chico";5121;"5";"23";"4.6";56
4;"Salamanca";"Coquimbo";"Salamanca";29110;"21";"95";"4.5";56
5;"Santo Domingo";"Valparaiso";"Santo Domingo";11934;"8";"36";"4.5";56
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"15";"67";"4.5";56
8;"Nacimiento";"Biobio";"Nacimiento";27944;"40";"176";"4.4";56
9;"Freire";"La Araucania";"Freire";25446;"39";"171";"4.4";56
8;"Mulchen";"Biobio";"Mulchen";31041;"64";"279";"4.4";56
13;"Conchali";"Metropolitana";"Conchali";139195;"134";"580";"4.3";56
7;"Constitucion";"Maule";"Constitucion";50348;"124";"530";"4.3";56
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"32";"136";"4.3";56
5;"San Antonio";"Valparaiso";"San Antonio";96761;"76";"320";"4.2";56
9;"Cholchol";"La Araucania";"Cholchol";12341;"26";"109";"4.2";56
8;"Tirua";"Biobio";"Tirua";11019;"35";"145";"4.1";56
6;"Quinta de Tilcoco";"Del Libertador General Bernardo OHiggins";"Quinta de Tilcoco";13877;"23";"95";"4.1";56
8;"Negrete";"Biobio";"Negrete";10429;"39";"157";"4";56
5;"Concon";"Valparaiso";"Concon";45889;"40";"161";"4";56
3;"Huasco";"Atacama";"Huasco";11264;"9";"36";"4";56
13;"Maria Pinto";"Metropolitana";"Maria Pinto";14926;"21";"84";"4";56
8;"San Rosendo";"Biobio";"San Rosendo";3611;"10";"40";"4";56
8;"Yumbel";"Biobio";"Yumbel";22132;"23";"91";"4";56
10;"Cochamo";"Los Lagos";"Cochamo";4006;"18";"71";"3.9";56
16;"San Nicolas";"Nuble";"San Nicolas";12172;"14";"55";"3.9";56
8;"Santa Barbara";"Biobio";"Santa Barbara";14592;"21";"82";"3.9";56
5;"Quillota";"Valparaiso";"Quillota";97572;"83";"323";"3.9";56
10;"Queilen";"Los Lagos";"Queilen";5543;"14";"54";"3.9";56
5;"La Cruz";"Valparaiso";"La Cruz";25321;"19";"73";"3.8";56
8;"Cabrero";"Biobio";"Cabrero";30725;"63";"242";"3.8";56
6;"Olivar";"Del Libertador General Bernardo OHiggins";"Olivar";14624;"29";"111";"3.8";56
5;"Calera";"Valparaiso";"Calera";53591;"34";"130";"3.8";56
10;"Puerto Octay";"Los Lagos";"Puerto Octay";9192;"43";"163";"3.8";56
6;"Pichidegua";"Del Libertador General Bernardo OHiggins";"Pichidegua";20743;"19";"72";"3.8";56
3;"Caldera";"Atacama";"Caldera";19426;"33";"125";"3.8";56
5;"Olmue";"Valparaiso";"Olmue";19266;"27";"102";"3.8";56
5;"La Ligua";"Valparaiso";"La Ligua";37739;"40";"151";"3.8";56
6;"San Vicente";"Del Libertador General Bernardo OHiggins";"San Vicente";50617;"181";"680";"3.8";56
11;"Aisen";"Aisen";"Aisen";25002;"47";"176";"3.7";56
9;"Traiguen";"La Araucania";"Traiguen";19314;"41";"153";"3.7";56
5;"El Quisco";"Valparaiso";"El Quisco";17742;"11";"41";"3.7";56
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"11";"41";"3.7";56
8;"Lebu";"Biobio";"Lebu";27100;"65";"240";"3.7";56
11;"Cisnes";"Aisen";"Cisnes";5828;"13";"48";"3.7";56
6;"Chimbarongo";"Del Libertador General Bernardo OHiggins";"Chimbarongo";37696;"16";"59";"3.7";56
2;"Maria Elena";"Antofagasta";"Maria Elena";6814;"6";"22";"3.7";56
13;"Renca";"Metropolitana";"Renca";160847;"185";"678";"3.7";56
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"20";"73";"3.7";56
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"107";"390";"3.6";56
16;"El Carmen";"Nuble";"El Carmen";12334;"8";"29";"3.6";56
8;"Chiguayante";"Biobio";"Chiguayante";91180;"171";"615";"3.6";56
6;"Requinoa";"Del Libertador General Bernardo OHiggins";"Requinoa";30371;"49";"176";"3.6";56
15;"Arica";"Arica y Parinacota";"Arica";247552;"545";"1948";"3.6";56
13;"Tiltil";"Metropolitana";"Tiltil";21477;"28";"100";"3.6";56
13;"Buin";"Metropolitana";"Buin";109641;"102";"363";"3.6";56
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"11";"39";"3.5";56
7;"Talca";"Maule";"Talca";236724;"630";"2214";"3.5";56
5;"Casablanca";"Valparaiso";"Casablanca";29170;"50";"175";"3.5";56
13;"Alhue";"Metropolitana";"Alhue";7405;"2";"7";"3.5";56
6;"Codegua";"Del Libertador General Bernardo OHiggins";"Codegua";14096;"10";"35";"3.5";56
7;"Pelarco";"Maule";"Pelarco";9083;"14";"49";"3.5";56
8;"Curanilahue";"Biobio";"Curanilahue";33892;"135";"471";"3.5";56
16;"San Carlos";"Nuble";"San Carlos";56252;"92";"320";"3.5";56
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"16";"55";"3.4";56
3;"Vallenar";"Atacama";"Vallenar";57009;"69";"237";"3.4";56
8;"Los Angeles";"Biobio";"Los Angeles";218515;"300";"1023";"3.4";56
5;"Vina del Mar";"Valparaiso";"Vina del Mar";361371;"566";"1926";"3.4";56
8;"Quilleco";"Biobio";"Quilleco";10032;"13";"44";"3.4";56
5;"Cartagena";"Valparaiso";"Cartagena";25357;"24";"81";"3.4";56
7;"Linares";"Maule";"Linares";101073;"158";"533";"3.4";56
8;"Laja";"Biobio";"Laja";23873;"68";"229";"3.4";56
10;"Chonchi";"Los Lagos";"Chonchi";16013;"67";"225";"3.4";56
5;"Valparaiso";"Valparaiso";"Valparaiso";315732;"579";"1943";"3.4";56
5;"Quintero";"Valparaiso";"Quintero";36135;"26";"87";"3.3";56
8;"Lota";"Biobio";"Lota";45750;"145";"485";"3.3";56
9;"Saavedra";"La Araucania";"Saavedra";12793;"29";"97";"3.3";56
8;"Hualqui";"Biobio";"Hualqui";26201;"54";"180";"3.3";56
14;"Mariquina";"Los Rios";"Mariquina";23250;"63";"210";"3.3";56
8;"Tome";"Biobio";"Tome";58729;"193";"641";"3.3";56
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"22";"73";"3.3";56
7;"Longavi";"Maule";"Longavi";32810;"32";"106";"3.3";56
5;"Quilpue";"Valparaiso";"Quilpue";167085;"186";"616";"3.3";56
13;"Melipilla";"Metropolitana";"Melipilla";141612;"54";"178";"3.3";56
7;"Cauquenes";"Maule";"Cauquenes";44143;"31";"102";"3.3";56
11;"Coyhaique";"Aisen";"Coyhaique";61210;"204";"669";"3.3";56
14;"Lanco";"Los Rios";"Lanco";17652;"86";"282";"3.3";56
9;"Nueva Imperial";"La Araucania";"Nueva Imperial";33777;"94";"308";"3.3";56
6;"Donihue";"Del Libertador General Bernardo OHiggins";"Donihue";22700;"29";"95";"3.3";56
16;"Bulnes";"Nuble";"Bulnes";22607;"29";"95";"3.3";56
9;"Ercilla";"La Araucania";"Ercilla";8458;"4";"13";"3.3";56
11;"Cochrane";"Aisen";"Cochrane";3685;"8";"26";"3.3";56
8;"Arauco";"Biobio";"Arauco";38679;"90";"290";"3.2";56
10;"Castro";"Los Lagos";"Castro";47607;"248";"798";"3.2";56
16;"Coihueco";"Nuble";"Coihueco";28375;"33";"106";"3.2";56
7;"Curico";"Maule";"Curico";163626;"461";"1466";"3.2";56
10;"Quinchao";"Los Lagos";"Quinchao";8298;"39";"124";"3.2";56
10;"Puqueldon";"Los Lagos";"Puqueldon";4201;"28";"89";"3.2";56
16;"San Ignacio";"Nuble";"San Ignacio";16624;"27";"85";"3.1";56
9;"Carahue";"La Araucania";"Carahue";25486;"41";"129";"3.1";56
5;"Zapallar";"Valparaiso";"Zapallar";7994;"22";"69";"3.1";56
8;"Hualpen";"Biobio";"Hualpen";97273;"311";"975";"3.1";56
10;"Ancud";"Los Lagos";"Ancud";42458;"215";"673";"3.1";56
9;"Temuco";"La Araucania";"Temuco";302931;"742";"2317";"3.1";56
5;"San Felipe";"Valparaiso";"San Felipe";83494;"68";"212";"3.1";56
9;"Gorbea";"La Araucania";"Gorbea";15148;"34";"106";"3.1";56
9;"Vilcun";"La Araucania";"Vilcun";30766;"60";"187";"3.1";56
1;"Pozo Almonte";"Tarapaca";"Pozo Almonte";17395;"37";"115";"3.1";56
7;"Teno";"Maule";"Teno";30850;"48";"149";"3.1";56
7;"Molina";"Maule";"Molina";49800;"111";"344";"3.1";56
9;"Pitrufquen";"La Araucania";"Pitrufquen";26096;"41";"127";"3.1";56
9;"Angol";"La Araucania";"Angol";56058;"90";"277";"3.1";56
6;"Mostazal";"Del Libertador General Bernardo OHiggins";"Mostazal";27462;"29";"89";"3.1";56
9;"Curarrehue";"La Araucania";"Curarrehue";7802;"16";"49";"3.1";56
7;"Yerbas Buenas";"Maule";"Yerbas Buenas";19200;"23";"70";"3";56
7;"Parral";"Maule";"Parral";44544;"56";"170";"3";56
7;"San Javier";"Maule";"San Javier";49451;"91";"274";"3";56
13;"Maipu";"Metropolitana";"Maipu";578605;"309";"930";"3";56
13;"Huechuraba";"Metropolitana";"Huechuraba";112528;"159";"478";"3";56
5;"El Tabo";"Valparaiso";"El Tabo";14338;"13";"39";"3";56
5;"Papudo";"Valparaiso";"Papudo";6201;"6";"18";"3";56
5;"Putaendo";"Valparaiso";"Putaendo";17645;"15";"45";"3";56
13;"San Pedro";"Metropolitana";"San Pedro";11953;"4";"12";"3";56
16;"Ninhue";"Nuble";"Ninhue";5414;"13";"39";"3";56
8;"Santa Juana";"Biobio";"Santa Juana";14779;"16";"48";"3";56
9;"Lonquimay";"La Araucania";"Lonquimay";11049;"2";"6";"3";56
14;"Panguipulli";"Los Rios";"Panguipulli";35991;"108";"320";"3";56
9;"Villarrica";"La Araucania";"Villarrica";59103;"98";"290";"3";56
3;"Chanaral";"Atacama";"Chanaral";13164;"22";"65";"3";56
8;"Concepcion";"Biobio";"Concepcion";238092;"502";"1483";"3";56
7;"San Clemente";"Maule";"San Clemente";46292;"113";"333";"2.9";56
13;"Talagante";"Metropolitana";"Talagante";81838;"43";"126";"2.9";56
5;"Los Andes";"Valparaiso";"Los Andes";68093;"68";"199";"2.9";56
8;"Coronel";"Biobio";"Coronel";125829;"336";"983";"2.9";56
13;"San Joaquin";"Metropolitana";"San Joaquin";103485;"120";"351";"2.9";56
7;"Maule";"Maule";"Maule";60000;"116";"338";"2.9";56
9;"Victoria";"La Araucania";"Victoria";35467;"139";"405";"2.9";56
1;"Iquique";"Tarapaca";"Iquique";223463;"1011";"2934";"2.9";56
6;"Graneros";"Del Libertador General Bernardo OHiggins";"Graneros";36504;"20";"58";"2.9";56
13;"Estacion Central";"Metropolitana";"Estacion Central";206792;"158";"456";"2.9";56
6;"San Fernando";"Del Libertador General Bernardo OHiggins";"San Fernando";78642;"100";"286";"2.9";56
16;"Chillan Viejo";"Nuble";"Chillan Viejo";33827;"69";"197";"2.9";56
9;"Lautaro";"La Araucania";"Lautaro";40746;"110";"314";"2.9";56
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"48";"137";"2.9";56
7;"Rio Claro";"Maule";"Rio Claro";14753;"34";"97";"2.9";56
9;"Perquenco";"La Araucania";"Perquenco";7223;"20";"57";"2.9";56
16;"Quillon";"Nuble";"Quillon";18777;"32";"91";"2.8";56
6;"Peumo";"Del Libertador General Bernardo OHiggins";"Peumo";14952;"37";"105";"2.8";56
14;"Futrono";"Los Rios";"Futrono";15261;"45";"127";"2.8";56
7;"Licanten";"Maule";"Licanten";6989;"11";"31";"2.8";56
6;"Rancagua";"Del Libertador General Bernardo OHiggins";"Rancagua";265211;"427";"1202";"2.8";56
13;"Padre Hurtado";"Metropolitana";"Padre Hurtado";74188;"59";"166";"2.8";56
9;"Teodoro Schmidt";"La Araucania";"Teodoro Schmidt";15786;"32";"90";"2.8";56
9;"Galvarino";"La Araucania";"Galvarino";12633;"45";"126";"2.8";56
3;"Copiapo";"Atacama";"Copiapo";171766;"288";"805";"2.8";56
8;"Los Alamos";"Biobio";"Los Alamos";22524;"88";"244";"2.8";56
9;"Padre Las Casas";"La Araucania";"Padre Las Casas";82110;"189";"524";"2.8";56
5;"Villa Alemana";"Valparaiso";"Villa Alemana";139310;"138";"381";"2.8";56
2;"Antofagasta";"Antofagasta";"Antofagasta";425725;"1488";"4102";"2.8";56
9;"Melipeuco";"La Araucania";"Melipeuco";6265;"4";"11";"2.8";56
NA;"";"";"";NA;"17672";"59238";"3.35";56
6;"Nancagua";"Del Libertador General Bernardo OHiggins";"Nancagua";19141;"26";"71";"2.7";56
13;"Pudahuel";"Metropolitana";"Pudahuel";253139;"229";"625";"2.7";56
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"18";"49";"2.7";56
8;"Penco";"Biobio";"Penco";49865;"120";"326";"2.7";56
13;"Lo Espejo";"Metropolitana";"Lo Espejo";103865;"65";"176";"2.7";56
2;"Calama";"Antofagasta";"Calama";190336;"225";"608";"2.7";56
13;"Lo Prado";"Metropolitana";"Lo Prado";104403;"157";"424";"2.7";56
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"237";"639";"2.7";56
5;"Nogales";"Valparaiso";"Nogales";23490;"26";"70";"2.7";56
16;"Yungay";"Nuble";"Yungay";18596;"38";"102";"2.7";56
15;"Putre";"Arica y Parinacota";"Putre";2515;"3";"8";"2.7";56
13;"Curacavi";"Metropolitana";"Curacavi";36430;"18";"47";"2.6";56
8;"San Pedro de la Paz";"Biobio";"San Pedro de la Paz";145906;"236";"615";"2.6";56
9;"Puren";"La Araucania";"Puren";12188;"30";"78";"2.6";56
8;"Canete";"Biobio";"Canete";37003;"88";"227";"2.6";56
8;"Talcahuano";"Biobio";"Talcahuano";158345;"444";"1143";"2.6";56
16;"Quirihue";"Nuble";"Quirihue";12192;"16";"41";"2.6";56
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"25";"64";"2.6";56
5;"Limache";"Valparaiso";"Limache";49931;"15";"38";"2.5";56
9;"Loncoche";"La Araucania";"Loncoche";24739;"44";"111";"2.5";56
13;"La Cisterna";"Metropolitana";"La Cisterna";100434;"58";"146";"2.5";56
13;"Cerro Navia";"Metropolitana";"Cerro Navia";142465;"146";"366";"2.5";56
5;"Cabildo";"Valparaiso";"Cabildo";20663;"30";"75";"2.5";56
13;"Cerrillos";"Metropolitana";"Cerrillos";88956;"80";"200";"2.5";56
16;"Portezuelo";"Nuble";"Portezuelo";4940;"2";"5";"2.5";56
14;"Paillaco";"Los Rios";"Paillaco";20798;"87";"216";"2.5";56
9;"Cunco";"La Araucania";"Cunco";18055;"43";"106";"2.5";56
10;"Frutillar";"Los Lagos";"Frutillar";20223;"104";"256";"2.5";56
10;"Purranque";"Los Lagos";"Purranque";21080;"70";"172";"2.5";56
6;"Coinco";"Del Libertador General Bernardo OHiggins";"Coinco";7831;"11";"27";"2.5";56
7;"Romeral";"Maule";"Romeral";16170;"64";"156";"2.4";56
10;"Quellon";"Los Lagos";"Quellon";29309;"456";"1106";"2.4";56
13;"El Bosque";"Metropolitana";"El Bosque";172000;"211";"509";"2.4";56
10;"Los Muermos";"Los Lagos";"Los Muermos";17817;"98";"236";"2.4";56
7;"Rauco";"Maule";"Rauco";11248;"32";"77";"2.4";56
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"30";"72";"2.4";56
1;"Alto Hospicio";"Tarapaca";"Alto Hospicio";129999;"417";"999";"2.4";56
10;"San Juan de la Costa";"Los Lagos";"San Juan de la Costa";7639;"28";"67";"2.4";56
3;"Diego de Almagro";"Atacama";"Diego de Almagro";14358;"29";"69";"2.4";56
2;"Mejillones";"Antofagasta";"Mejillones";14776;"70";"166";"2.4";56
16;"Pinto";"Nuble";"Pinto";11880;"22";"52";"2.4";56
7;"San Rafael";"Maule";"San Rafael";9959;"13";"30";"2.3";56
10;"Llanquihue";"Los Lagos";"Llanquihue";18621;"139";"320";"2.3";56
13;"Lampa";"Metropolitana";"Lampa";126898;"61";"140";"2.3";56
9;"Pucon";"La Araucania";"Pucon";29782;"152";"347";"2.3";56
1;"Huara";"Tarapaca";"Huara";3000;"18";"41";"2.3";56
12;"Punta Arenas";"Magallanes y la Antartica";"Punta Arenas";141984;"542";"1203";"2.22";56
13;"El Monte";"Metropolitana";"El Monte";40014;"12";"27";"2.3";56
14;"Los Lagos";"Los Rios";"Los Lagos";20518;"45";"101";"2.2";56
13;"Paine";"Metropolitana";"Paine";82766;"128";"285";"2.2";56
13;"San Miguel";"Metropolitana";"San Miguel";133059;"121";"267";"2.2";56
10;"Calbuco";"Los Lagos";"Calbuco";36744;"276";"609";"2.2";56
16;"Chillan";"Nuble";"Chillan";198624;"504";"1108";"2.2";56
9;"Tolten";"La Araucania";"Tolten";10055;"31";"68";"2.2";56
7;"Retiro";"Maule";"Retiro";21071;"16";"35";"2.2";56
9;"Collipulli";"La Araucania";"Collipulli";26148;"32";"70";"2.2";56
13;"Colina";"Metropolitana";"Colina";180353;"106";"231";"2.2";56
7;"Colbun";"Maule";"Colbun";22565;"48";"103";"2.1";56
13;"Quinta Normal";"Metropolitana";"Quinta Normal";136368;"140";"296";"2.1";56
10;"Quemchi";"Los Lagos";"Quemchi";8783;"35";"74";"2.1";56
13;"Macul";"Metropolitana";"Macul";134635;"160";"334";"2.1";56
9;"Renaico";"La Araucania";"Renaico";10833;"13";"27";"2.1";56
13;"Penaflor";"Metropolitana";"Penaflor";101058;"76";"157";"2.1";56
10;"Dalcahue";"Los Lagos";"Dalcahue";15069;"138";"281";"2";56
10;"Puerto Montt";"Los Lagos";"Puerto Montt";269398;"1272";"2569";"2";56
4;"Andacollo";"Coquimbo";"Andacollo";11791;"1";"2";"2";56
5;"Panquehue";"Valparaiso";"Panquehue";7633;"9";"18";"2";56
6;"La Estrella";"Del Libertador General Bernardo OHiggins";"La Estrella";3114;"1";"2";"2";56
6;"Litueche";"Del Libertador General Bernardo OHiggins";"Litueche";6765;"3";"6";"2";56
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"2";"4";"2";56
7;"Pelluhue";"Maule";"Pelluhue";8092;"8";"16";"2";56
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"31";"62";"2";56
11;"Guaitecas";"Aisen";"Guaitecas";1599;"2";"4";"2";56
10;"Puyehue";"Los Lagos";"Puyehue";11787;"48";"95";"2";56
16;"Coelemu";"Nuble";"Coelemu";16845;"24";"47";"2";56
13;"Vitacura";"Metropolitana";"Vitacura";96774;"83";"162";"2";56
13;"La Pintana";"Metropolitana";"La Pintana";189335;"195";"380";"1.9";56
13;"Pirque";"Metropolitana";"Pirque";30433;"49";"94";"1.9";56
1;"Pica";"Tarapaca";"Pica";5958;"43";"82";"1.9";56
10;"San Pablo";"Los Lagos";"San Pablo";10553;"43";"82";"1.9";56
13;"Providencia";"Metropolitana";"Providencia";157749;"118";"225";"1.9";56
14;"Rio Bueno";"Los Rios";"Rio Bueno";32925;"131";"249";"1.9";56
13;"Puente Alto";"Metropolitana";"Puente Alto";645909;"984";"1857";"1.9";56
13;"Independencia";"Metropolitana";"Independencia";142065;"102";"192";"1.9";56
9;"Lumaco";"La Araucania";"Lumaco";10050;"24";"44";"1.8";56
10;"Fresia";"Los Lagos";"Fresia";12656;"79";"143";"1.8";56
13;"Las Condes";"Metropolitana";"Las Condes";330759;"260";"470";"1.8";56
13;"Lo Barnechea";"Metropolitana";"Lo Barnechea";124076;"65";"116";"1.8";56
13;"La Granja";"Metropolitana";"La Granja";122557;"177";"313";"1.8";56
7;"Vichuquen";"Maule";"Vichuquen";4381;"4";"7";"1.8";56
13;"Penalolen";"Metropolitana";"Penalolen";266798;"209";"363";"1.7";56
10;"Hualaihue";"Los Lagos";"Hualaihue";9525;"50";"85";"1.7";56
13;"La Florida";"Metropolitana";"La Florida";402433;"414";"699";"1.7";56
13;"La Reina";"Metropolitana";"La Reina";100252;"80";"135";"1.7";56
13;"Calera de Tango";"Metropolitana";"Calera de Tango";28525;"29";"48";"1.7";56
13;"Quilicura";"Metropolitana";"Quilicura";254694;"176";"288";"1.6";56
10;"Maullin";"Los Lagos";"Maullin";14894;"184";"301";"1.6";56
13;"San Ramon";"Metropolitana";"San Ramon";86510;"63";"103";"1.6";56
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"258";"420";"1.6";56
14;"La Union";"Los Rios";"La Union";39538;"196";"317";"1.6";56
14;"Valdivia";"Los Rios";"Valdivia";176774;"749";"1210";"1.6";56
5;"Llaillay";"Valparaiso";"Llaillay";26533;"13";"21";"1.6";56
2;"Taltal";"Antofagasta";"Taltal";13657;"83";"129";"1.6";56
2;"San Pedro de Atacama";"Antofagasta";"San Pedro de Atacama";10434;"19";"29";"1.5";56
13;"nunoa";"Metropolitana";"nunoa";250192;"253";"383";"1.5";56
6;"Paredones";"Del Libertador General Bernardo OHiggins";"Paredones";6349;"12";"18";"1.5";56
6;"Pumanque";"Del Libertador General Bernardo OHiggins";"Pumanque";3531;"4";"6";"1.5";56
13;"Santiago";"Metropolitana";"Santiago";503147;"445";"664";"1.5";56
5;"San Esteban";"Valparaiso";"San Esteban";20643;"12";"17";"1.4";56
13;"San Jose de Maipo";"Metropolitana";"San Jose de Maipo";18644;"12";"17";"1.4";56
13;"Pedro Aguirre Cerda";"Metropolitana";"Pedro Aguirre Cerda";107803;"94";"133";"1.4";56
13;"Recoleta";"Metropolitana";"Recoleta";190075;"183";"258";"1.4";56
13;"Isla de Maipo";"Metropolitana";"Isla de Maipo";40171;"59";"80";"1.4";56
14;"Corral";"Los Rios";"Corral";5447;"25";"33";"1.3";56
10;"Osorno";"Los Lagos";"Osorno";173410;"752";"881";"1.2";56
10;"Rio Negro";"Los Lagos";"Rio Negro";14275;"124";"134";"1.1";56
14;"Mafil";"Los Rios";"Mafil";7389;"27";"18";"0.7";56
15;"Camarones";"Arica y Parinacota";"Camarones";1233;"-";"-";NA;56
15;"General Lagos";"Arica y Parinacota";"General Lagos";810;"-";"-";NA;56
1;"Camina";"Tarapaca";"Camina";1375;"-";"1";NA;56
1;"Colchane";"Tarapaca";"Colchane";1583;"-";"8";NA;56
2;"Ollagüe";"Antofagasta";"Ollagüe";287;"1.0";"-";NA;56
2;"Sierra Gorda";"Antofagasta";"Sierra Gorda";1746;"-";"-";NA;56
4;"La Higuera";"Coquimbo";"La Higuera";4450;"-";"10";NA;56
5;"Isla de Pascua";"Valparaiso";"Isla de Pascua";8277;"-";"-";NA;56
5;"Juan Fernandez";"Valparaiso";"Juan Fernandez";1033;"-";"-";NA;56
7;"Chanco";"Maule";"Chanco";9331;"-";"2";NA;56
8;"Antuco";"Biobio";"Antuco";4306;"1";"-";NA;56
11;"Lago Verde";"Aisen";"Lago Verde";920;"-";"-";NA;56
11;"O'Higgins";"Aisen";"O'Higgins";661;"-";"-";NA;56
11;"Tortel";"Aisen";"Tortel";572;"1";"-";NA;56
12;"Antartica";"Magallanes y la Antartica";"Antartica";137;"";"";NA;56
12;"Cabo de Hornos";"Magallanes y la Antartica";"Cabo de Hornos";1983;"1";"17";"17";56
12;"Laguna Blanca";"Magallanes y la Antartica";"Laguna Blanca";264;"-";"-";NA;56
12;"Natales";"Magallanes y la Antartica";"Natales";23782;"150";"338";"2.25";56
