"N...Region";"Comuna";"Region";"Comuna.1";"Poblacion";"Casos.Nuevos";"Contactos.Nuevos";"X.";"SE"
12;"Timaukel";"Magallanes y la Antartica";"Timaukel";282;"−";"−";NA;94
12;"Torres del Paine";"Magallanes y la Antartica";"Torres del Paine";1021;"−";"−";NA;94
7;"Chanco";"Maule";"Chanco";9331;"1";"45";"45";93
8;"Mulchen";"Biobio";"Mulchen";31041;"1";"38";"38";93
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"1";"37";"37";93
5;"Zapallar";"Valparaiso";"Zapallar";7994;"1";"25";"25";93
6;"Las Cabras";"Del Libertador General Bernardo OHiggins";"Las Cabras";26749;"1";"23";"23";93
4;"Combarbala";"Coquimbo";"Combarbala";13884;"2";"45";"22.5";93
9;"Lautaro";"La Araucania";"Lautaro";40746;"2";"40";"20";93
11;"Chile Chico";"Aisen";"Chile Chico";5121;"3";"57";"19";93
1;"Pozo Almonte";"Tarapaca";"Pozo Almonte";17395;"1";"17";"17";93
9;"Pitrufquen";"La Araucania";"Pitrufquen";26096;"1";"17";"17";93
3;"Chañaral";"Atacama";"Chañaral";13164;"1";"16";"16";93
4;"Paiguano";"Coquimbo";"Paiguano";4675;"1";"16";"16";93
16;"San Nicolas";"Nuble";"San Nicolas";12172;"4";"64";"16";93
8;"Hualpen";"Biobio";"Hualpen";97273;"7";"107";"15.3";93
10;"Quemchi";"Los Lagos";"Quemchi";8783;"1";"14";"14";93
8;"Santa Juana";"Biobio";"Santa Juana";14779;"1";"13";"13";93
16;"Chillan Viejo";"Nuble";"Chillan Viejo";33827;"3";"38";"12.7";93
5;"La Cruz";"Valparaiso";"La Cruz";25321;"1";"12";"12";93
8;"Quilleco";"Biobio";"Quilleco";10032;"1";"12";"12";93
9;"Renaico";"La Araucania";"Renaico";10833;"1";"12";"12";93
10;"Chonchi";"Los Lagos";"Chonchi";16013;"4";"48";"12";93
16;"Cobquecura";"Nuble";"Cobquecura";5275;"3";"35";"11.7";93
5;"Papudo";"Valparaiso";"Papudo";6201;"1";"11";"11";93
9;"Saavedra";"La Araucania";"Saavedra";12793;"1";"11";"11";93
12;"Natales";"Magallanes y la Antartica";"Natales";23782;"1";"11";"11";93
8;"Santa Barbara";"Biobio";"Santa Barbara";14592;"7";"75";"10.7";93
7;"Romeral";"Maule";"Romeral";16170;"11";"114";"10.4";93
10;"Calbuco";"Los Lagos";"Calbuco";36744;"9";"91";"10.1";93
3;"Freirina";"Atacama";"Freirina";7681;"1";"10";"10";93
16;"Coihueco";"Nuble";"Coihueco";28375;"1";"10";"10";93
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"3";"28";"9.3";93
9;"Los Sauces";"La Araucania";"Los Sauces";7517;"1";"9";"9";93
10;"Maullin";"Los Lagos";"Maullin";14894;"2";"18";"9";93
4;"Ovalle";"Coquimbo";"Ovalle";121269;"23";"201";"8.7";93
1;"Pica";"Tarapaca";"Pica";5958;"3";"26";"8.7";93
9;"Temuco";"La Araucania";"Temuco";302931;"31";"264";"8.5";93
7;"Linares";"Maule";"Linares";101073;"31";"263";"8.5";93
7;"San Clemente";"Maule";"San Clemente";46292;"8";"65";"8.1";93
6;"Placilla";"Del Libertador General Bernardo OHiggins";"Placilla";9164;"1";"8";"8";93
7;"Curico";"Maule";"Curico";163626;"29";"232";"8";93
16;"Quillon";"Nuble";"Quillon";18777;"5";"40";"8";93
10;"Frutillar";"Los Lagos";"Frutillar";20223;"1";"8";"8";93
10;"Queilen";"Los Lagos";"Queilen";5543;"1";"8";"8";93
4;"Coquimbo";"Coquimbo";"Coquimbo";256735;"54";"429";"7.9";93
9;"Angol";"La Araucania";"Angol";56058;"38";"297";"7.8";93
6;"Paredones";"Del Libertador General Bernardo OHiggins";"Paredones";6349;"3";"23";"7.7";93
7;"Talca";"Maule";"Talca";236724;"45";"345";"7.7";93
8;"Penco";"Biobio";"Penco";49865;"3";"23";"7.7";93
8;"San Pedro de la Paz";"Biobio";"San Pedro de la Paz";145906;"21";"160";"7.6";93
9;"Nueva Imperial";"La Araucania";"Nueva Imperial";33777;"5";"38";"7.6";93
4;"La Serena";"Coquimbo";"La Serena";249656;"64";"483";"7.5";93
4;"Vicuña";"Coquimbo";"Vicuña";29741;"6";"45";"7.5";93
6;"Chimbarongo";"Del Libertador General Bernardo OHiggins";"Chimbarongo";37696;"4";"30";"7.5";93
16;"Bulnes";"Nuble";"Bulnes";22607;"20";"150";"7.5";93
8;"Tome";"Biobio";"Tome";58729;"9";"67";"7.4";93
8;"Concepcion";"Biobio";"Concepcion";238092;"32";"237";"7.4";93
4;"Monte Patria";"Coquimbo";"Monte Patria";32527;"3";"22";"7.3";93
16;"El Carmen";"Nuble";"El Carmen";12334;"3";"22";"7.3";93
8;"Nacimiento";"Biobio";"Nacimiento";27944;"3";"22";"7.3";93
7;"San Javier";"Maule";"San Javier";49451;"9";"65";"7.2";93
10;"Puerto Montt";"Los Lagos";"Puerto Montt";269398;"41";"296";"7.2";93
8;"Talcahuano";"Biobio";"Talcahuano";158345;"24";"172";"7.2";93
16;"San Ignacio";"Nuble";"San Ignacio";16624;"7";"50";"7.1";93
2;"Antofagasta";"Antofagasta";"Antofagasta";425725;"70";"492";"7";93
4;"Salamanca";"Coquimbo";"Salamanca";29110;"1";"7";"7";93
6;"Chepica";"Del Libertador General Bernardo OHiggins";"Chepica";15925;"3";"21";"7";93
8;"Laja";"Biobio";"Laja";23873;"3";"21";"7";93
8;"Negrete";"Biobio";"Negrete";10429;"2";"14";"7";93
6;"San Fernando";"Del Libertador General Bernardo OHiggins";"San Fernando";78642;"14";"96";"6.9";93
5;"Quintero";"Valparaiso";"Quintero";36135;"26";"174";"6.7";93
3;"Copiapo";"Atacama";"Copiapo";171766;"29";"192";"6.6";93
16;"Chillan";"Nuble";"Chillan";198624;"35";"230";"6.6";93
7;"Molina";"Maule";"Molina";49800;"2";"13";"6.5";93
12;"Punta Arenas";"Magallanes y la Antartica";"Punta Arenas";141984;"6";"39";"6.5";93
5;"Limache";"Valparaiso";"Limache";49931;"5";"32";"6.4";93
8;"Los Angeles";"Biobio";"Los Angeles";218515;"94";"600";"6.4";93
8;"Alto Biobio";"Biobio";"Alto Biobio";6775;"9";"57";"6.3";93
9;"Villarrica";"La Araucania";"Villarrica";59103;"21";"131";"6.2";93
11;"Aisen";"Aisen";"Aisen";25002;"13";"81";"6.2";93
5;"Viña del Mar";"Valparaiso";"Viña del Mar";361371;"104";"645";"6.2";93
2;"Calama";"Antofagasta";"Calama";190336;"36";"222";"6.2";93
5;"Rinconada";"Valparaiso";"Rinconada";11263;"1";"6";"6";93
7;"Cauquenes";"Maule";"Cauquenes";44143;"12";"72";"6";93
7;"Teno";"Maule";"Teno";30850;"1";"6";"6";93
9;"Gorbea";"La Araucania";"Gorbea";15148;"1";"6";"6";93
10;"Purranque";"Los Lagos";"Purranque";21080;"1";"6";"6";93
13;"Talagante";"Metropolitana";"Talagante";81838;"14";"83";"5.9";93
8;"Chiguayante";"Biobio";"Chiguayante";91180;"18";"106";"5.9";93
8;"Coronel";"Biobio";"Coronel";125829;"23";"135";"5.9";93
9;"Collipulli";"La Araucania";"Collipulli";26148;"4";"23";"5.8";93
5;"Catemu";"Valparaiso";"Catemu";15213;"6";"34";"5.7";93
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"9";"51";"5.7";93
7;"Colbun";"Maule";"Colbun";22565;"5";"28";"5.6";93
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"5";"28";"5.6";93
3;"Vallenar";"Atacama";"Vallenar";57009;"28";"156";"5.6";93
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"7";"39";"5.6";93
11;"Coyhaique";"Aisen";"Coyhaique";61210;"25";"138";"5.5";93
7;"Constitucion";"Maule";"Constitucion";50348;"2";"11";"5.5";93
7;"Yerbas Buenas";"Maule";"Yerbas Buenas";19200;"4";"22";"5.5";93
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"9";"49";"5.4";93
2;"Mejillones";"Antofagasta";"Mejillones";14776;"45";"239";"5.3";93
7;"Maule";"Maule";"Maule";60000;"11";"58";"5.3";93
3;"Caldera";"Atacama";"Caldera";19426;"10";"52";"5.2";93
16;"San Carlos";"Nuble";"San Carlos";56252;"30";"154";"5.1";93
7;"Retiro";"Maule";"Retiro";21071;"35";"179";"5.1";93
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"2";"10";"5";93
5;"El Tabo";"Valparaiso";"El Tabo";14338;"3";"15";"5";93
5;"Santo Domingo";"Valparaiso";"Santo Domingo";11934;"3";"15";"5";93
13;"Lampa";"Metropolitana";"Lampa";126898;"13";"65";"5";93
16;"Pemuco";"Nuble";"Pemuco";8639;"1";"5";"5";93
16;"Portezuelo";"Nuble";"Portezuelo";4940;"2";"10";"5";93
8;"Cañete";"Biobio";"Cañete";37003;"17";"85";"5";93
8;"Lota";"Biobio";"Lota";45750;"11";"55";"5";93
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"8";"39";"4.9";93
6;"Nancagua";"Del Libertador General Bernardo OHiggins";"Nancagua";19141;"5";"24";"4.8";93
4;"Los Vilos";"Coquimbo";"Los Vilos";23374;"4";"19";"4.8";93
10;"Osorno";"Los Lagos";"Osorno";173410;"28";"133";"4.8";93
1;"Alto Hospicio";"Tarapaca";"Alto Hospicio";129999;"41";"194";"4.7";93
5;"Concon";"Valparaiso";"Concon";45889;"10";"47";"4.7";93
6;"Doñihue";"Del Libertador General Bernardo OHiggins";"Doñihue";22700;"3";"14";"4.7";93
16;"Ñiquen";"Nuble";"Ñiquen";11567;"3";"14";"4.7";93
10;"Castro";"Los Lagos";"Castro";47607;"17";"79";"4.6";93
13;"Padre Hurtado";"Metropolitana";"Padre Hurtado";74188;"30";"139";"4.6";93
6;"San Vicente";"Del Libertador General Bernardo OHiggins";"San Vicente";50617;"10";"46";"4.6";93
5;"Panquehue";"Valparaiso";"Panquehue";7633;"7";"32";"4.6";93
13;"Maria Pinto";"Metropolitana";"Maria Pinto";14926;"2";"9";"4.5";93
9;"Vilcun";"La Araucania";"Vilcun";30766;"2";"9";"4.5";93
5;"La Ligua";"Valparaiso";"La Ligua";37739;"40";"178";"4.5";93
10;"Ancud";"Los Lagos";"Ancud";42458;"5";"22";"4.4";93
7;"Parral";"Maule";"Parral";44544;"71";"312";"4.4";93
5;"Cartagena";"Valparaiso";"Cartagena";25357;"14";"61";"4.4";93
15;"Arica";"Arica y Parinacota";"Arica";247552;"103";"447";"4.3";93
6;"Olivar";"Del Libertador General Bernardo OHiggins";"Olivar";14624;"3";"13";"4.3";93
16;"Yungay";"Nuble";"Yungay";18596;"3";"13";"4.3";93
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"17";"73";"4.3";93
5;"Villa Alemana";"Valparaiso";"Villa Alemana";139310;"27";"115";"4.3";93
1;"Iquique";"Tarapaca";"Iquique";223463;"123";"513";"4.2";93
6;"Rancagua";"Del Libertador General Bernardo OHiggins";"Rancagua";265211;"90";"362";"4";93
5;"Nogales";"Valparaiso";"Nogales";23490;"1";"4";"4";93
8;"Arauco";"Biobio";"Arauco";38679;"1";"4";"4";93
8;"Lebu";"Biobio";"Lebu";27100;"5";"20";"4";93
8;"Los Alamos";"Biobio";"Los Alamos";22524;"4";"16";"4";93
9;"Pucon";"La Araucania";"Pucon";29782;"3";"12";"4";93
10;"Llanquihue";"Los Lagos";"Llanquihue";18621;"1";"4";"4";93
10;"Rio Negro";"Los Lagos";"Rio Negro";14275;"5";"20";"4";93
NA;"";"";"";NA;"2124";"13205";"6.217";93
13;"Cerro Navia";"Metropolitana";"Cerro Navia";142465;"60";"239";"4";93
13;"Lo Espejo";"Metropolitana";"Lo Espejo";103865;"32";"127";"4";93
13;"La Cisterna";"Metropolitana";"La Cisterna";100434;"29";"115";"4";93
5;"San Antonio";"Valparaiso";"San Antonio";96761;"57";"223";"3.9";93
6;"Codegua";"Del Libertador General Bernardo OHiggins";"Codegua";14096;"6";"23";"3.8";93
5;"Quillota";"Valparaiso";"Quillota";97572;"20";"76";"3.8";93
8;"Cabrero";"Biobio";"Cabrero";30725;"5";"19";"3.8";93
8;"Yumbel";"Biobio";"Yumbel";22132;"5";"19";"3.8";93
3;"Diego de Almagro";"Atacama";"Diego de Almagro";14358;"10";"37";"3.7";93
9;"Padre Las Casas";"La Araucania";"Padre Las Casas";82110;"13";"48";"3.7";93
13;"Vitacura";"Metropolitana";"Vitacura";96774;"92";"337";"3.7";93
13;"La Reina";"Metropolitana";"La Reina";100252;"55";"199";"3.6";93
13;"Paine";"Metropolitana";"Paine";82766;"23";"81";"3.5";93
13;"Lo Prado";"Metropolitana";"Lo Prado";104403;"99";"348";"3.5";93
7;"Longavi";"Maule";"Longavi";32810;"6";"21";"3.5";93
7;"Pelluhue";"Maule";"Pelluhue";8092;"2";"7";"3.5";93
13;"Peñaflor";"Metropolitana";"Peñaflor";101058;"79";"275";"3.5";93
5;"Los Andes";"Valparaiso";"Los Andes";68093;"16";"55";"3.4";93
14;"La Union";"Los Rios";"La Union";39538;"7";"24";"3.4";93
13;"El Bosque";"Metropolitana";"El Bosque";172000;"89";"295";"3.3";93
14;"Panguipulli";"Los Rios";"Panguipulli";35991;"7";"23";"3.3";93
13;"Renca";"Metropolitana";"Renca";160847;"97";"316";"3.3";93
14;"Valdivia";"Los Rios";"Valdivia";176774;"47";"153";"3.3";93
5;"Valparaiso";"Valparaiso";"Valparaiso";315732;"73";"237";"3.2";93
13;"La Pintana";"Metropolitana";"La Pintana";189335;"63";"202";"3.2";93
4;"Punitaqui";"Coquimbo";"Punitaqui";12165;"10";"32";"3.2";93
5;"Llaillay";"Valparaiso";"Llaillay";26533;"20";"64";"3.2";93
8;"Hualqui";"Biobio";"Hualqui";26201;"5";"16";"3.2";93
10;"Quellon";"Los Lagos";"Quellon";29309;"6";"19";"3.2";93
13;"Curacavi";"Metropolitana";"Curacavi";36430;"13";"41";"3.2";93
5;"Quilpue";"Valparaiso";"Quilpue";167085;"52";"163";"3.1";93
13;"Ñuñoa";"Metropolitana";"Ñuñoa";250192;"66";"204";"3.1";93
13;"La Florida";"Metropolitana";"La Florida";402433;"192";"592";"3.1";93
13;"Maipu";"Metropolitana";"Maipu";578605;"175";"531";"3";93
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"121";"366";"3";93
2;"Maria Elena";"Antofagasta";"Maria Elena";6814;"1";"3";"3";93
5;"Cabildo";"Valparaiso";"Cabildo";20663;"1";"3";"3";93
6;"Requinoa";"Del Libertador General Bernardo OHiggins";"Requinoa";30371;"6";"18";"3";93
7;"Pelarco";"Maule";"Pelarco";9083;"1";"3";"3";93
9;"Cunco";"La Araucania";"Cunco";18055;"2";"6";"3";93
9;"Ercilla";"La Araucania";"Ercilla";8458;"3";"9";"3";93
9;"Victoria";"La Araucania";"Victoria";35467;"5";"15";"3";93
10;"Chaiten";"Los Lagos";"Chaiten";5020;"6";"18";"3";93
13;"La Granja";"Metropolitana";"La Granja";122557;"82";"244";"3";93
13;"Cerrillos";"Metropolitana";"Cerrillos";88956;"32";"95";"3";93
13;"Huechuraba";"Metropolitana";"Huechuraba";112528;"58";"172";"3";93
13;"Melipilla";"Metropolitana";"Melipilla";141612;"49";"144";"2.9";93
13;"Pedro Aguirre Cerda";"Metropolitana";"Pedro Aguirre Cerda";107803;"58";"168";"2.9";93
13;"Providencia";"Metropolitana";"Providencia";157749;"155";"444";"2.9";93
13;"Puente Alto";"Metropolitana";"Puente Alto";645909;"276";"788";"2.9";93
13;"San Ramon";"Metropolitana";"San Ramon";86510;"46";"131";"2.8";93
5;"Putaendo";"Valparaiso";"Putaendo";17645;"6";"17";"2.8";93
13;"Macul";"Metropolitana";"Macul";134635;"60";"169";"2.8";93
13;"Colina";"Metropolitana";"Colina";180353;"70";"195";"2.8";93
13;"Pudahuel";"Metropolitana";"Pudahuel";253139;"148";"412";"2.8";93
13;"Recoleta";"Metropolitana";"Recoleta";190075;"85";"235";"2.8";93
6;"Mostazal";"Del Libertador General Bernardo OHiggins";"Mostazal";27462;"24";"66";"2.8";93
13;"Lo Barnechea";"Metropolitana";"Lo Barnechea";124076;"36";"98";"2.7";93
13;"Calera de Tango";"Metropolitana";"Calera de Tango";28525;"7";"19";"2.7";93
7;"Rio Claro";"Maule";"Rio Claro";14753;"7";"19";"2.7";93
13;"Alhue";"Metropolitana";"Alhue";7405;"12";"32";"2.7";93
6;"Graneros";"Del Libertador General Bernardo OHiggins";"Graneros";36504;"6";"16";"2.7";93
8;"Contulmo";"Biobio";"Contulmo";6330;"3";"8";"2.7";93
5;"San Felipe";"Valparaiso";"San Felipe";83494;"23";"61";"2.7";93
13;"Peñalolen";"Metropolitana";"Peñalolen";266798;"88";"233";"2.6";93
1;"Huara";"Tarapaca";"Huara";3000;"7";"18";"2.6";93
13;"Conchali";"Metropolitana";"Conchali";139195;"76";"195";"2.6";93
14;"Los Lagos";"Los Rios";"Los Lagos";20518;"16";"41";"2.6";93
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"25";"63";"2.5";93
6;"Litueche";"Del Libertador General Bernardo OHiggins";"Litueche";6765;"2";"5";"2.5";93
10;"San Pablo";"Los Lagos";"San Pablo";10553;"2";"5";"2.5";93
11;"Cisnes";"Aisen";"Cisnes";5828;"4";"10";"2.5";93
13;"Quinta Normal";"Metropolitana";"Quinta Normal";136368;"95";"237";"2.5";93
13;"San Joaquin";"Metropolitana";"San Joaquin";103485;"54";"134";"2.5";93
13;"Buin";"Metropolitana";"Buin";109641;"41";"100";"2.4";93
2;"Taltal";"Antofagasta";"Taltal";13657;"10";"24";"2.4";93
5;"El Quisco";"Valparaiso";"El Quisco";17742;"10";"24";"2.4";93
13;"Estacion Central";"Metropolitana";"Estacion Central";206792;"78";"185";"2.4";93
13;"San Miguel";"Metropolitana";"San Miguel";133059;"90";"212";"2.4";93
13;"Quilicura";"Metropolitana";"Quilicura";254694;"77";"178";"2.3";93
13;"Santiago";"Metropolitana";"Santiago";503147;"350";"802";"2.3";93
13;"Las Condes";"Metropolitana";"Las Condes";330759;"135";"309";"2.3";93
13;"Tiltil";"Metropolitana";"Tiltil";21477;"7";"16";"2.3";93
10;"Los Muermos";"Los Lagos";"Los Muermos";17817;"7";"16";"2.3";93
13;"Isla de Maipo";"Metropolitana";"Isla de Maipo";40171;"27";"61";"2.3";93
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"10";"22";"2.2";93
14;"Rio Bueno";"Los Rios";"Rio Bueno";32925;"10";"22";"2.2";93
5;"Calera";"Valparaiso";"Calera";53591;"13";"27";"2.1";93
13;"Independencia";"Metropolitana";"Independencia";142065;"56";"114";"2";93
4;"Illapel";"Coquimbo";"Illapel";32801;"2";"4";"2";93
13;"San Jose de Maipo";"Metropolitana";"San Jose de Maipo";18644;"2";"4";"2";93
6;"Lolol";"Del Libertador General Bernardo OHiggins";"Lolol";7289;"3";"6";"2";93
6;"Palmilla";"Del Libertador General Bernardo OHiggins";"Palmilla";13299;"1";"2";"2";93
7;"Rauco";"Maule";"Rauco";11248;"1";"2";"2";93
16;"Ninhue";"Nuble";"Ninhue";5414;"1";"2";"2";93
16;"San Fabian";"Nuble";"San Fabian";4654;"1";"2";"2";93
8;"San Rosendo";"Biobio";"San Rosendo";3611;"1";"2";"2";93
9;"Melipeuco";"La Araucania";"Melipeuco";6265;"1";"2";"2";93
14;"Futrono";"Los Rios";"Futrono";15261;"1";"2";"2";93
10;"Dalcahue";"Los Lagos";"Dalcahue";15069;"3";"6";"2";93
10;"Puerto Octay";"Los Lagos";"Puerto Octay";9192;"1";"2";"2";93
11;"Rio Ibañez";"Aisen";"Rio Ibañez";2699;"1";"2";"2";93
13;"El Monte";"Metropolitana";"El Monte";40014;"22";"43";"2";93
13;"Pirque";"Metropolitana";"Pirque";30433;"10";"19";"1.9";93
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"24";"45";"1.9";93
9;"Curarrehue";"La Araucania";"Curarrehue";7802;"6";"11";"1.8";93
14;"Mariquina";"Los Rios";"Mariquina";23250;"9";"16";"1.8";93
8;"Curanilahue";"Biobio";"Curanilahue";33892;"3";"5";"1.7";93
9;"Freire";"La Araucania";"Freire";25446;"3";"5";"1.7";93
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"2";"3";"1.5";93
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"4";"6";"1.5";93
14;"Mafil";"Los Rios";"Mafil";7389;"2";"3";"1.5";93
14;"Paillaco";"Los Rios";"Paillaco";20798;"4";"6";"1.5";93
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"11";"15";"1.4";93
7;"Vichuquen";"Maule";"Vichuquen";4381;"1";"1";"1";93
9;"Galvarino";"La Araucania";"Galvarino";12633;"1";"1";"1";93
9;"Tolten";"La Araucania";"Tolten";10055;"1";"1";"1";93
9;"Traiguen";"La Araucania";"Traiguen";19314;"1";"1";"1";93
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"6";"5";"0.8";93
9;"Loncoche";"La Araucania";"Loncoche";24739;"3";"2";"0.7";93
13;"San Pedro";"Metropolitana";"San Pedro";11953;"2";"1";"0.5";93
12;"Porvenir";"Magallanes y la Antartica";"Porvenir";7323;"2";"1";"0.5";93
15;"Camarones";"Arica y Parinacota";"Camarones";1233;"−";"−";NA;93
15;"General Lagos";"Arica y Parinacota";"General Lagos";810;"−";"−";NA;93
15;"Putre";"Arica y Parinacota";"Putre";2515;"−";"−";NA;93
1;"Camiña";"Tarapaca";"Camiña";1375;"−";"−";NA;93
1;"Colchane";"Tarapaca";"Colchane";1583;"−";"−";NA;93
2;"Ollagüe";"Antofagasta";"Ollagüe";287;"−";"−";NA;93
2;"San Pedro de Atacama";"Antofagasta";"San Pedro de Atacama";10434;"−";"1";NA;93
2;"Sierra Gorda";"Antofagasta";"Sierra Gorda";1746;"−";"−";NA;93
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"−";"2";NA;93
3;"Huasco";"Atacama";"Huasco";11264;"−";"4";NA;93
4;"Andacollo";"Coquimbo";"Andacollo";11791;"−";"2";NA;93
4;"Canela";"Coquimbo";"Canela";9546;"−";"5";NA;93
4;"La Higuera";"Coquimbo";"La Higuera";4450;"−";"−";NA;93
5;"Casablanca";"Valparaiso";"Casablanca";29170;"−";"18";NA;93
5;"Isla de Pascua";"Valparaiso";"Isla de Pascua";8277;"−";"−";NA;93
5;"Juan Fernandez";"Valparaiso";"Juan Fernandez";1033;"−";"−";NA;93
5;"Olmue";"Valparaiso";"Olmue";19266;"−";"1";NA;93
5;"Petorca";"Valparaiso";"Petorca";10558;"−";"2";NA;93
5;"San Esteban";"Valparaiso";"San Esteban";20643;"−";"−";NA;93
6;"Coinco";"Del Libertador General Bernardo OHiggins";"Coinco";7831;"−";"−";NA;93
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"−";"3";NA;93
6;"La Estrella";"Del Libertador General Bernardo OHiggins";"La Estrella";3114;"−";"2";NA;93
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"−";"−";NA;93
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"−";"3";NA;93
6;"Peumo";"Del Libertador General Bernardo OHiggins";"Peumo";14952;"−";"2";NA;93
6;"Pichidegua";"Del Libertador General Bernardo OHiggins";"Pichidegua";20743;"−";"1";NA;93
6;"Pumanque";"Del Libertador General Bernardo OHiggins";"Pumanque";3531;"−";"−";NA;93
6;"Quinta de Tilcoco";"Del Libertador General Bernardo OHiggins";"Quinta de Tilcoco";13877;"−";"1";NA;93
7;"Curepto";"Maule";"Curepto";9426;"−";"2";NA;93
7;"Empedrado";"Maule";"Empedrado";4206;"−";"−";NA;93
7;"Hualañe";"Maule";"Hualañe";10222;"1";"−";NA;93
7;"Licanten";"Maule";"Licanten";6989;"−";"−";NA;93
7;"Pencahue";"Maule";"Pencahue";8601;"−";"4";NA;93
7;"Sagrada Familia";"Maule";"Sagrada Familia";19469;"−";"11";NA;93
7;"San Rafael";"Maule";"San Rafael";9959;"−";"1";NA;93
16;"Coelemu";"Nuble";"Coelemu";16845;"−";"−";NA;93
16;"Pinto";"Nuble";"Pinto";11880;"−";"4";NA;93
16;"Quirihue";"Nuble";"Quirihue";12192;"−";"−";NA;93
16;"Ranquil";"Nuble";"Ranquil";6261;"−";"−";NA;93
16;"Treguaco";"Nuble";"Treguaco";5696;"−";"1";NA;93
8;"Antuco";"Biobio";"Antuco";4306;"−";"2";NA;93
8;"Florida";"Biobio";"Florida";11841;"−";"1";NA;93
8;"Quilaco";"Biobio";"Quilaco";4179;"−";"15";NA;93
8;"Tirua";"Biobio";"Tirua";11019;"−";"20";NA;93
8;"Tucapel";"Biobio";"Tucapel";15205;"−";"5";NA;93
9;"Carahue";"La Araucania";"Carahue";25486;"−";"7";NA;93
9;"Cholchol";"La Araucania";"Cholchol";12341;"−";"2";NA;93
9;"Curacautin";"La Araucania";"Curacautin";18178;"−";"1";NA;93
9;"Lonquimay";"La Araucania";"Lonquimay";11049;"−";"10";NA;93
9;"Lumaco";"La Araucania";"Lumaco";10050;"−";"2";NA;93
9;"Perquenco";"La Araucania";"Perquenco";7223;"−";"−";NA;93
9;"Puren";"La Araucania";"Puren";12188;"−";"−";NA;93
9;"Teodoro Schmidt";"La Araucania";"Teodoro Schmidt";15786;"−";"−";NA;93
14;"Corral";"Los Rios";"Corral";5447;"−";"1";NA;93
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"−";"1";NA;93
14;"Lanco";"Los Rios";"Lanco";17652;"−";"6";NA;93
10;"Cochamo";"Los Lagos";"Cochamo";4006;"−";"7";NA;93
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"−";"1";NA;93
10;"Fresia";"Los Lagos";"Fresia";12656;"−";"2";NA;93
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"−";"−";NA;93
10;"Hualaihue";"Los Lagos";"Hualaihue";9525;"−";"2";NA;93
10;"Palena";"Los Lagos";"Palena";1827;"−";"−";NA;93
10;"Puqueldon";"Los Lagos";"Puqueldon";4201;"−";"4";NA;93
10;"Puyehue";"Los Lagos";"Puyehue";11787;"−";"5";NA;93
10;"Quinchao";"Los Lagos";"Quinchao";8298;"−";"1";NA;93
10;"San Juan de la Costa";"Los Lagos";"San Juan de la Costa";7639;"−";"2";NA;93
11;"Cochrane";"Aisen";"Cochrane";3685;"−";"1";NA;93
11;"Guaitecas";"Aisen";"Guaitecas";1599;"−";"−";NA;93
11;"Lago Verde";"Aisen";"Lago Verde";920;"−";"−";NA;93
11;"O'Higgins";"Aisen";"O'Higgins";661;"−";"−";NA;93
11;"Tortel";"Aisen";"Tortel";572;"−";"−";NA;93
12;"Antartica";"Magallanes y la Antartica";"Antartica";137;"−";"−";NA;93
12;"Cabo de Hornos";"Magallanes y la Antartica";"Cabo de Hornos";1983;"−";"−";NA;93
12;"Laguna Blanca";"Magallanes y la Antartica";"Laguna Blanca";264;"−";"−";NA;93
12;"Primavera";"Magallanes y la Antartica";"Primavera";694;"−";"−";NA;93
12;"Rio Verde";"Magallanes y la Antartica";"Rio Verde";211;"−";"−";NA;93
12;"San Gregorio";"Magallanes y la Antartica";"San Gregorio";681;"−";"−";NA;93
